symbol,cagr,avg_fcf_margin,wacc_7_tgr_1,wacc_7_tgr_2,wacc_7_tgr_3,wacc_7_tgr_4,wacc_7_tgr_5,wacc_8_tgr_1,wacc_8_tgr_2,wacc_8_tgr_3,wacc_8_tgr_4,wacc_8_tgr_5,wacc_9_tgr_1,wacc_9_tgr_2,wacc_9_tgr_3,wacc_9_tgr_4,wacc_9_tgr_5,wacc_10_tgr_1,wacc_10_tgr_2,wacc_10_tgr_3,wacc_10_tgr_4,wacc_10_tgr_5,wacc_11_tgr_1,wacc_11_tgr_2,wacc_11_tgr_3,wacc_11_tgr_4,wacc_11_tgr_5,wacc_12_tgr_1,wacc_12_tgr_2,wacc_12_tgr_3,wacc_12_tgr_4,wacc_12_tgr_5,wacc_13_tgr_1,wacc_13_tgr_2,wacc_13_tgr_3,wacc_13_tgr_4,wacc_13_tgr_5
PTC,12.32,28.11,173.5,203.8,249.25,325.0,476.5,146.4,167.25,196.45,240.24,313.23,126.12,141.19,161.29,189.43,231.63,110.37,121.68,136.21,155.59,182.71,97.8,106.52,117.43,131.44,150.13,87.54,94.43,102.84,113.36,126.88,79.01,84.55,91.19,99.31,109.46
PSA,4.88,40.0,162.77,198.23,251.43,340.09,517.41,130.94,155.34,189.51,240.76,326.19,107.08,124.72,148.24,181.17,230.57,88.53,101.76,118.77,141.45,173.2,73.71,83.92,96.68,113.08,134.96,61.6,69.65,79.5,91.81,107.64,51.51,57.99,65.76,75.27,87.15
PHM,2.66,8.85,142.16,165.46,200.42,258.68,375.21,121.21,137.25,159.7,193.38,249.52,105.51,117.1,132.56,154.2,186.66,93.3,101.99,113.17,128.07,148.93,83.53,90.24,98.62,109.4,123.78,75.54,80.84,87.31,95.4,105.8,68.89,73.15,78.26,84.5,92.31
PWR,18.6,5.38,317.92,378.81,470.15,622.38,926.83,263.62,305.52,364.19,452.19,598.86,222.99,253.28,293.67,350.21,435.03,191.48,214.2,243.4,282.34,336.86,166.35,183.88,205.78,233.95,271.51,145.86,159.69,176.6,197.73,224.91,128.83,139.96,153.31,169.63,190.02
QCOM,0.06,25.14,165.36,192.3,232.72,300.08,434.8,141.1,159.64,185.6,224.54,289.44,122.9,136.31,154.18,179.2,216.73,108.75,118.8,131.72,148.95,173.07,97.42,105.18,114.87,127.33,143.95,88.15,94.27,101.75,111.11,123.13,80.42,85.35,91.26,98.48,107.5
DGX,3.74,11.04,154.58,188.21,238.66,322.74,490.89,124.38,147.52,179.92,228.53,309.53,101.73,118.46,140.77,172.0,218.84,84.13,96.68,112.81,134.31,164.42,70.06,79.74,91.84,107.39,128.13,58.55,66.19,75.53,87.2,102.21,48.97,55.11,62.49,71.5,82.76
Q,-0.01,19.19,52.61,63.69,80.31,108.01,163.42,42.63,50.26,60.93,76.95,103.64,35.15,40.66,48.01,58.3,73.73,29.32,33.46,38.77,45.86,55.78,24.67,27.85,31.84,36.97,43.8,20.85,23.37,26.45,30.29,35.24,17.67,19.7,22.13,25.1,28.81
RL,7.99,9.93,462.43,542.41,662.37,862.3,1262.17,390.77,445.81,522.86,638.44,831.07,337.09,376.87,429.92,504.18,615.57,295.39,325.22,363.58,414.72,486.32,262.07,285.09,313.86,350.86,400.18,234.86,253.03,275.24,302.99,338.68,212.21,226.83,244.36,265.79,292.58
RJF,8.45,1.0,72.65,75.36,79.43,86.2,99.75,70.22,72.09,74.7,78.62,85.14,68.4,69.75,71.55,74.07,77.84,66.99,68.0,69.3,71.04,73.46,65.86,66.64,67.62,68.87,70.54,64.94,65.56,66.31,67.25,68.46,64.18,64.67,65.26,65.99,66.9
RTX,9.72,6.66,83.5,101.24,127.84,172.17,260.84,67.63,79.83,96.92,122.54,165.26,55.74,64.56,76.32,92.79,117.49,46.5,53.12,61.62,72.96,88.84,39.13,44.23,50.61,58.82,69.75,33.11,37.14,42.06,48.21,56.13,28.1,31.34,35.23,39.98,45.92
O,19.8,40.0,58.52,73.99,97.21,135.9,213.29,44.72,55.37,70.28,92.65,129.93,34.4,42.1,52.36,66.74,88.29,26.39,32.17,39.59,49.49,63.35,20.01,24.47,30.04,37.19,46.74,14.81,18.32,22.62,27.99,34.9,10.49,13.31,16.71,20.86,26.04
REG,8.27,40.0,50.34,63.18,82.45,114.55,178.75,38.84,47.68,60.05,78.61,109.53,30.22,36.61,45.13,57.05,74.94,23.53,28.32,34.48,42.69,54.18,18.18,21.88,26.5,32.44,40.36,13.81,16.73,20.3,24.75,30.48,10.18,12.52,15.34,18.78,23.08
REGN,5.62,26.76,825.67,950.2,1137.0,1448.34,2071.02,713.93,799.63,919.62,1099.6,1399.57,630.19,692.15,774.75,890.39,1063.86,565.13,611.58,671.31,750.95,862.45,513.12,548.97,593.77,651.38,728.19,470.62,498.91,533.49,576.72,632.29,435.23,457.99,485.29,518.66,560.38
RF,1.65,29.19,41.2,48.31,58.97,76.73,112.25,34.82,39.7,46.55,56.82,73.93,30.02,33.56,38.27,44.87,54.76,26.3,28.95,32.35,36.9,43.26,23.32,25.36,27.92,31.2,35.59,20.88,22.49,24.47,26.93,30.1,18.85,20.14,21.7,23.61,25.99
RSG,7.08,13.41,113.01,138.9,177.73,242.45,371.9,89.8,107.62,132.56,169.98,232.33,72.42,85.29,102.47,126.51,162.57,58.91,68.56,80.98,97.54,120.71,48.11,55.57,64.88,76.85,92.82,39.29,45.18,52.36,61.35,72.9,31.95,36.68,42.36,49.3,57.97
RMD,12.88,19.56,199.11,231.44,279.95,360.79,522.48,170.2,192.45,223.61,270.34,348.23,148.56,164.64,186.09,216.12,261.16,131.76,143.82,159.33,180.01,208.96,118.35,127.66,139.29,154.25,174.2,107.41,114.75,123.73,134.96,149.39,98.31,104.22,111.31,119.97,130.81
RVTY,-4.82,13.95,23.91,31.01,41.65,59.39,94.87,17.5,22.38,29.22,39.48,56.57,12.69,16.22,20.92,27.51,37.4,8.94,11.58,14.99,19.52,25.88,5.93,7.98,10.53,13.81,18.19,3.47,5.08,7.05,9.52,12.68,1.42,2.71,4.27,6.17,8.55
HOOD,30.0,5.91,25.17,28.33,33.06,40.96,56.74,22.36,24.54,27.58,32.14,39.75,20.27,21.84,23.93,26.86,31.26,18.64,19.82,21.34,23.35,26.18,17.35,18.26,19.39,20.85,22.8,16.3,17.01,17.89,18.99,20.39,15.42,16.0,16.69,17.54,18.59
ROK,2.44,11.55,122.63,147.46,184.71,246.79,370.96,100.3,117.39,141.32,177.21,237.02,83.56,95.92,112.39,135.45,170.04,70.55,79.81,91.72,107.61,129.84,60.14,67.29,76.22,87.71,103.03,51.63,57.27,64.17,72.79,83.87,44.54,49.08,54.52,61.17,69.49
ROL,11.74,16.67,32.68,38.45,47.1,61.53,90.37,27.52,31.49,37.05,45.39,59.28,23.66,26.53,30.35,35.71,43.75,20.66,22.81,25.58,29.27,34.43,18.27,19.93,22.0,24.67,28.23,16.31,17.62,19.22,21.23,23.8,14.69,15.74,17.0,18.55,20.48
ROP,13.73,26.7,503.62,604.79,756.55,1009.49,1515.36,413.21,482.83,580.31,726.53,970.23,345.53,395.86,462.97,556.92,697.85,293.01,330.75,379.28,443.98,534.56,251.09,280.21,316.61,363.41,425.81,216.88,239.87,267.96,303.08,348.23,188.45,206.93,229.11,256.23,290.12
ROST,6.76,7.9,119.19,138.94,168.57,217.95,316.72,101.48,115.07,134.11,162.65,210.23,88.21,98.04,111.14,129.48,156.99,77.9,85.27,94.74,107.37,125.06,69.66,75.35,82.45,91.59,103.77,62.93,67.42,72.9,79.76,88.57,57.33,60.94,65.27,70.56,77.18
RCL,26.59,1.0,,,,,7.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPGI,11.11,31.44,381.55,451.7,556.92,732.28,1083.02,318.79,367.07,434.65,536.03,704.99,271.8,306.69,353.22,418.36,516.07,235.31,261.48,295.13,339.98,402.79,206.18,226.37,251.61,284.06,327.32,182.4,198.33,217.81,242.16,273.46,162.62,175.44,190.82,209.61,233.11
CRM,9.82,28.72,320.44,379.59,468.31,616.19,911.94,267.49,308.19,365.18,450.67,593.14,227.83,257.25,296.49,351.41,433.8,197.03,219.1,247.47,285.29,338.25,172.44,189.46,210.74,238.1,274.59,152.35,165.79,182.22,202.75,229.14,135.65,146.45,159.42,175.27,195.09
SNDK,9.93,1.0,36.09,38.12,41.16,46.23,56.37,34.27,35.67,37.62,40.55,45.44,32.91,33.92,35.27,37.15,39.98,31.86,32.62,33.59,34.88,36.7,31.02,31.6,32.33,33.27,34.52,30.33,30.79,31.35,32.05,32.96,29.75,30.12,30.57,31.11,31.79
SBAC,2.25,40.0,45.96,76.14,121.4,196.83,347.7,18.84,39.6,68.67,112.28,184.96,,13.51,33.52,61.54,103.57,,,8.41,27.7,54.72,,,,3.53,22.14,,,,,,,,,,
SLB,8.33,11.48,57.82,68.22,83.81,109.8,161.79,48.51,55.66,65.68,80.7,105.75,41.53,46.7,53.6,63.25,77.73,36.11,39.99,44.97,51.62,60.93,31.78,34.77,38.51,43.32,49.74,28.24,30.61,33.49,37.1,41.74,25.3,27.2,29.48,32.27,35.75
STX,-7.94,9.64,29.96,36.48,46.25,62.53,95.1,24.06,28.54,34.82,44.23,59.92,19.62,22.87,27.19,33.24,42.31,16.17,18.6,21.72,25.89,31.72,13.4,15.27,17.61,20.63,24.64,11.12,12.6,14.41,16.67,19.58,9.22,10.41,11.84,13.59,15.77
SRE,-1.73,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOW,22.38,31.24,165.8,193.88,235.99,306.18,446.55,140.8,160.12,187.17,227.74,295.36,122.1,136.07,154.69,180.76,219.86,107.6,118.08,131.54,149.5,174.63,96.05,104.13,114.23,127.22,144.53,86.63,93.01,100.8,110.55,123.08,78.81,83.94,90.09,97.62,107.02
SHW,2.1,9.36,99.85,125.11,162.99,226.13,352.41,77.14,94.52,118.86,155.36,216.19,60.11,72.68,89.43,112.88,148.06,46.87,56.29,68.41,84.56,107.17,36.28,43.55,52.64,64.32,79.9,27.62,33.36,40.37,49.14,60.41,20.4,25.02,30.56,37.32,45.78
SPG,6.35,40.0,79.0,106.15,146.89,214.79,350.57,54.64,73.33,99.5,138.74,204.16,36.39,49.9,67.91,93.13,130.96,22.21,32.34,45.36,62.73,87.05,10.88,18.69,28.46,41.03,57.78,1.62,7.79,15.33,24.75,36.87,,,4.82,12.1,21.2
SWKS,-9.34,29.06,84.25,96.55,114.99,145.73,207.21,73.1,81.56,93.41,111.18,140.79,64.71,70.83,78.99,90.4,107.53,58.17,62.76,68.66,76.52,87.53,52.93,56.47,60.89,66.58,74.16,48.62,51.42,54.83,59.1,64.58,45.02,47.27,49.97,53.26,57.38
SJM,2.94,8.65,59.99,80.8,112.03,164.06,268.13,41.29,55.61,75.66,105.74,155.88,27.26,37.62,51.42,70.75,99.74,16.36,24.13,34.11,47.42,66.05,7.64,13.63,21.12,30.75,43.59,0.51,5.24,11.02,18.25,27.53,,,2.94,8.52,15.49
SW,30.0,3.22,77.09,95.14,122.21,167.34,257.59,61.05,73.47,90.86,116.95,160.43,49.07,58.05,70.02,86.78,111.92,39.78,46.52,55.17,66.72,82.88,32.39,37.58,44.08,52.43,63.56,26.37,30.47,35.48,41.74,49.8,21.37,24.67,28.63,33.46,39.51
SNA,2.11,18.66,337.13,389.57,468.23,599.34,861.54,289.98,326.07,376.6,452.39,578.7,254.63,280.72,315.5,364.2,437.24,227.14,246.7,271.85,305.39,352.34,205.15,220.24,239.11,263.37,295.71,187.16,199.08,213.64,231.84,255.24,172.18,181.76,193.26,207.31,224.88
SOLV,0.79,11.76,66.95,81.9,104.33,141.7,216.45,53.5,63.79,78.19,99.8,135.81,43.41,50.85,60.76,74.65,95.47,35.56,41.14,48.31,57.87,71.25,29.28,33.59,38.96,45.88,55.1,24.15,27.54,31.69,36.88,43.55,19.86,22.6,25.87,29.88,34.89
SO,0.31,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUV,5.63,1.0,5.54,7.46,10.34,15.14,24.74,3.82,5.14,6.99,9.77,14.39,2.53,3.49,4.76,6.54,9.22,1.53,2.24,3.17,4.39,6.11,0.73,1.28,1.97,2.86,4.04,0.07,0.51,1.04,1.71,2.56,,,0.3,0.81,1.46
SWK,-3.71,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBUX,4.86,8.47,35.13,44.04,57.41,79.68,124.23,27.14,33.27,41.85,54.73,76.19,21.14,25.58,31.48,39.76,52.17,16.49,19.81,24.08,29.78,37.76,12.76,15.33,18.53,22.65,28.15,9.72,11.74,14.22,17.31,21.28,7.18,8.81,10.76,13.15,16.14
STT,4.82,14.93,149.81,174.05,210.4,271.0,392.19,128.05,144.73,168.09,203.12,261.5,111.75,123.81,139.88,162.39,196.15,99.08,108.12,119.74,135.24,156.94,88.95,95.92,104.64,115.85,130.8,80.66,86.17,92.9,101.31,112.13,73.77,78.2,83.51,90.01,98.13
STLD,-6.53,7.12,82.04,98.32,122.74,163.45,244.86,67.31,78.51,94.2,117.73,156.95,56.24,64.34,75.14,90.26,112.94,47.61,53.69,61.5,71.91,86.49,40.7,45.39,51.25,58.78,68.82,35.03,38.73,43.25,48.91,56.17,30.3,33.28,36.85,41.21,46.66
STE,9.38,12.82,171.23,202.26,248.81,326.39,481.55,143.44,164.8,194.7,239.54,314.29,122.63,138.07,158.65,187.47,230.69,106.47,118.05,132.93,152.77,180.56,93.56,102.49,113.66,128.01,147.15,83.02,90.07,98.69,109.46,123.31,74.25,79.92,86.72,95.04,105.43
SYK,10.83,14.71,214.95,255.92,317.37,419.79,624.64,178.29,206.49,245.96,305.17,403.85,150.84,171.22,198.39,236.44,293.5,129.53,144.81,164.46,190.66,227.34,112.51,124.3,139.04,157.99,183.26,98.61,107.92,119.3,133.52,151.8,87.06,94.54,103.53,114.5,128.23
SMCI,30.0,1.0,6.64,10.09,15.26,23.88,41.13,3.57,5.94,9.27,14.25,22.56,1.28,3.0,5.28,8.49,13.29,,0.79,2.45,4.65,7.74,,,0.33,1.92,4.05,,,,,1.42,,,,,
SYF,8.67,40.0,429.63,498.28,601.26,772.9,1116.16,368.13,415.38,481.53,580.74,746.11,322.07,356.22,401.76,465.51,561.14,286.29,311.9,344.83,388.74,450.2,257.72,277.48,302.18,333.93,376.28,234.37,249.97,269.03,292.86,323.5,214.95,227.5,242.55,260.95,283.94
SNPS,15.19,25.72,246.42,295.28,368.58,490.75,735.08,202.78,236.41,283.49,354.11,471.81,170.12,194.43,226.84,272.21,340.28,144.77,163.0,186.44,217.69,261.44,124.55,138.62,156.2,178.8,208.94,108.05,119.15,132.72,149.69,171.49,94.34,103.27,113.98,127.08,143.45
SYY,5.84,2.28,52.32,65.41,85.05,117.78,183.24,40.58,49.59,62.2,81.12,112.65,31.77,38.29,46.97,59.13,77.36,24.94,29.82,36.1,44.47,56.19,19.47,23.24,27.95,34.0,42.08,15.0,17.98,21.61,26.16,32.0,11.28,13.68,16.55,20.06,24.44
TMUS,3.53,9.74,39.85,63.88,99.93,160.01,280.18,18.26,34.8,57.95,92.68,150.57,2.07,14.03,29.97,52.29,85.76,,,9.98,25.35,46.87,,,,6.11,20.93,,,,,2.41,,,,,
TROW,4.08,21.21,154.7,177.18,210.9,267.1,379.51,134.51,149.98,171.64,204.13,258.28,119.38,130.56,145.47,166.35,197.66,107.61,116.0,126.78,141.16,161.29,98.21,104.68,112.77,123.17,137.03,90.52,95.63,101.87,109.67,119.71,84.12,88.23,93.16,99.18,106.71
TTWO,7.56,1.0,2.79,4.11,6.08,9.36,15.92,1.62,2.52,3.79,5.68,8.84,0.74,1.39,2.26,3.48,5.31,0.05,0.54,1.17,2.01,3.19,,,0.36,0.96,1.77,,,,0.18,0.76,,,,,0.01
TPR,1.6,14.01,69.88,83.26,103.34,136.79,203.69,57.85,67.06,79.95,99.29,131.52,48.82,55.48,64.36,76.78,95.42,41.81,46.8,53.21,61.77,73.75,36.19,40.04,44.86,51.05,59.3,31.6,34.64,38.35,43.0,48.97,27.77,30.22,33.15,36.74,41.22
TRGP,-6.65,4.44,,,,,16.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TGT,-1.34,2.27,44.7,57.13,75.79,106.88,169.07,33.49,42.05,54.03,72.0,101.96,25.08,31.26,39.51,51.06,68.39,18.53,23.17,29.14,37.09,48.23,13.29,16.87,21.35,27.1,34.77,9.0,11.83,15.28,19.6,25.15,5.43,7.7,10.43,13.76,17.93
TEL,1.97,15.4,143.77,169.31,207.62,271.46,399.16,120.81,138.38,162.99,199.9,261.41,103.59,116.29,133.23,156.95,192.52,90.2,99.72,111.97,128.3,151.17,79.49,86.84,96.02,107.84,123.59,70.72,76.53,83.62,92.48,103.88,63.43,68.09,73.69,80.53,89.09
TDY,3.86,14.28,317.51,375.44,462.34,607.17,896.84,265.47,305.34,361.16,444.89,584.43,226.47,255.29,293.72,347.51,428.21,196.15,217.76,245.55,282.6,334.46,171.91,188.58,209.43,236.22,271.96,152.09,165.25,181.34,201.45,227.3,135.58,146.17,158.87,174.4,193.8
TER,0.37,14.99,51.06,58.97,70.84,90.63,130.2,43.93,49.38,57.0,68.44,87.5,38.59,42.53,47.77,55.12,66.15,34.43,37.38,41.18,46.24,53.33,31.11,33.38,36.23,39.89,44.77,28.38,30.18,32.38,35.13,38.66,26.12,27.56,29.3,31.42,34.07
TSLA,5.19,6.0,38.3,43.26,50.71,63.11,87.92,33.85,37.26,42.04,49.21,61.17,30.51,32.98,36.27,40.88,47.79,27.92,29.77,32.15,35.32,39.76,25.84,27.27,29.06,31.35,34.41,24.15,25.28,26.65,28.38,30.59,22.74,23.64,24.73,26.06,27.72
TXN,-4.07,15.39,30.24,36.42,45.69,61.14,92.03,24.66,28.91,34.86,43.8,58.68,20.47,23.54,27.64,33.38,41.99,17.21,19.51,22.48,26.43,31.96,14.59,16.37,18.6,21.45,25.26,12.45,13.86,15.57,17.72,20.48,10.67,11.8,13.15,14.81,16.88
TPL,6.15,34.26,86.81,100.39,120.77,154.74,222.67,74.62,83.97,97.06,116.7,149.42,65.49,72.25,81.26,93.88,112.8,58.39,63.46,69.98,78.67,90.83,52.72,56.63,61.52,67.81,76.19,48.09,51.18,54.95,59.66,65.73,44.23,46.71,49.69,53.33,57.89
TXT,4.77,6.54,94.84,112.7,139.49,184.13,273.42,78.81,91.1,108.31,134.12,177.13,66.8,75.68,87.53,104.11,128.98,57.46,64.12,72.69,84.11,100.09,50.0,55.14,61.56,69.82,80.84,43.89,47.95,52.91,59.11,67.08,38.81,42.08,45.99,50.78,56.76
TMO,-0.27,15.66,191.29,238.39,309.05,426.8,662.3,148.88,181.29,226.67,294.74,408.19,117.06,140.49,171.73,215.47,281.08,92.31,109.88,132.47,162.59,204.76,72.5,86.05,103.0,124.79,153.83,56.28,66.98,80.06,96.41,117.43,42.77,51.37,61.7,74.32,90.1
TJX,6.53,7.21,76.57,90.32,110.95,145.33,214.1,64.24,73.7,86.95,106.83,139.95,55.0,61.84,70.96,83.73,102.89,47.82,52.95,59.54,68.34,80.65,42.08,46.04,50.99,57.35,65.83,37.39,40.52,44.34,49.11,55.25,33.49,36.0,39.02,42.7,47.31
TKO,30.0,20.58,644.43,767.14,951.2,1257.97,1871.5,535.4,619.84,738.07,915.41,1210.97,453.92,514.97,596.36,710.3,881.22,390.81,436.58,495.43,573.9,683.76,340.53,375.85,419.99,476.75,552.44,299.58,327.46,361.53,404.12,458.88,265.62,288.04,314.95,347.83,388.93
TTD,22.44,27.44,77.98,91.01,110.55,143.12,208.25,66.38,75.35,87.9,106.72,138.1,57.71,64.19,72.83,84.92,103.07,50.98,55.84,62.09,70.42,82.08,45.62,49.37,54.05,60.08,68.11,41.25,44.21,47.82,52.35,58.16,37.62,40.0,42.86,46.35,50.71
TSCO,3.0,4.29,11.53,15.27,20.88,30.23,48.94,8.17,10.74,14.35,19.75,28.76,5.65,7.51,9.99,13.46,18.67,3.69,5.08,6.88,9.27,12.62,2.12,3.2,4.54,6.27,8.58,0.84,1.69,2.73,4.03,5.7,,0.46,1.28,2.28,3.53
TT,10.06,11.64,262.83,308.96,378.15,493.46,724.09,221.55,253.29,297.73,364.39,475.49,190.63,213.57,244.17,287.0,351.25,166.62,183.82,205.95,235.44,276.74,147.44,160.72,177.31,198.65,227.1,131.78,142.26,155.07,171.08,191.66,118.76,127.19,137.3,149.66,165.11
TDG,17.61,19.57,538.71,715.48,980.65,1422.6,2306.49,380.98,502.64,672.96,928.44,1354.25,262.98,350.92,468.18,632.34,878.57,171.45,237.4,322.18,435.23,593.5,98.44,149.32,212.92,294.69,403.72,38.88,79.04,128.13,189.49,268.38,,21.71,60.47,107.84,167.06
TRV,9.79,19.36,1081.18,1261.48,1531.93,1982.69,2884.19,919.77,1043.85,1217.56,1478.14,1912.42,798.88,888.57,1008.17,1175.59,1426.73,705.01,772.27,858.74,974.05,1135.47,630.04,681.93,746.8,830.2,941.41,568.81,609.78,659.84,722.42,802.89,517.89,550.83,590.36,638.68,699.07
TRMB,-0.81,11.91,23.41,27.89,34.6,45.79,68.17,19.38,22.46,26.77,33.24,44.02,16.35,18.58,21.55,25.7,31.94,14.0,15.67,17.82,20.68,24.69,12.12,13.4,15.01,17.08,19.85,10.57,11.59,12.83,14.39,16.38,9.29,10.11,11.09,12.29,13.79
TFC,0.57,35.78,76.04,91.31,114.22,152.4,228.75,62.3,72.81,87.52,109.59,146.37,51.99,59.59,69.72,83.9,105.17,43.97,49.67,56.99,66.76,80.43,37.55,41.95,47.44,54.51,63.93,32.31,35.77,40.02,45.32,52.13,27.93,30.72,34.07,38.16,43.28
TYL,8.02,22.05,292.21,338.96,409.09,525.97,759.73,250.32,282.49,327.54,395.1,507.71,218.94,242.19,273.2,316.62,381.74,194.56,212.0,234.42,264.32,306.18,175.09,188.54,205.36,226.99,255.82,159.18,169.8,182.78,199.01,219.87,145.94,154.48,164.73,177.26,192.92
TSN,0.72,1.51,21.6,29.29,40.82,60.04,98.47,14.69,19.98,27.38,38.49,57.01,9.5,13.32,18.42,25.56,36.27,5.46,8.33,12.02,16.93,23.82,2.24,4.45,7.21,10.77,15.51,,1.34,3.47,6.14,9.57,,,0.48,2.54,5.12
USB,5.68,40.0,132.71,157.38,194.38,256.04,379.37,110.58,127.56,151.32,186.97,246.38,94.0,106.27,122.63,145.54,179.89,81.11,90.32,102.15,117.92,140.0,70.82,77.91,86.79,98.2,113.41,62.4,68.0,74.85,83.41,94.42,55.39,59.9,65.3,71.91,80.18
UBER,17.73,11.17,93.58,110.0,134.63,175.68,257.78,78.93,90.23,106.05,129.78,169.33,67.97,76.14,87.03,102.28,125.15,59.47,65.59,73.47,83.97,98.67,52.68,57.41,63.32,70.91,81.04,47.15,50.88,55.44,61.14,68.47,42.56,45.56,49.16,53.56,59.06
UDR,4.11,35.63,18.24,24.08,32.84,47.44,76.64,12.99,17.01,22.64,31.08,45.14,9.06,11.96,15.84,21.26,29.4,6.0,8.18,10.98,14.72,19.95,3.56,5.24,7.34,10.04,13.65,1.56,2.89,4.51,6.54,9.15,,0.97,2.25,3.81,5.77
ULTA,6.68,9.48,539.81,635.77,779.71,1019.6,1499.39,453.77,519.8,612.26,750.94,982.07,389.3,437.03,500.68,589.79,723.45,339.21,375.0,421.03,482.39,568.3,299.18,326.8,361.32,405.71,464.89,266.47,288.28,314.92,348.23,391.05,239.25,256.79,277.83,303.54,335.68
UNP,-0.49,22.4,94.37,117.32,151.74,209.11,323.84,73.7,89.5,111.6,144.77,200.04,58.2,69.61,84.83,106.14,138.11,46.14,54.7,65.7,80.38,100.92,36.48,43.09,51.34,61.96,76.11,28.58,33.79,40.16,48.13,58.37,21.99,26.19,31.22,37.37,45.05
UAL,9.53,3.33,95.52,119.83,156.3,217.09,338.65,73.75,90.48,113.91,149.05,207.61,57.45,69.54,85.67,108.25,142.11,44.79,53.86,65.52,81.07,102.83,34.67,41.67,50.42,61.67,76.66,26.42,31.94,38.69,47.13,57.98,19.55,23.99,29.32,35.83,43.98
UPS,-4.04,6.77,77.25,93.89,118.85,160.45,243.64,62.23,73.68,89.71,113.76,153.83,50.95,59.23,70.26,85.71,108.89,42.16,48.37,56.35,66.99,81.89,35.13,39.92,45.9,53.6,63.86,29.37,33.15,37.77,43.54,50.97,24.56,27.6,31.24,35.7,41.28
URI,11.41,4.41,60.42,109.9,184.14,307.86,555.3,16.14,50.2,97.88,169.41,288.61,,7.62,40.44,86.4,155.33,,,,31.11,75.41,,,,,22.18,,,,,,,,,,
UNH,11.35,5.72,687.4,810.21,994.42,1301.43,1915.46,577.54,662.06,780.38,957.86,1253.66,495.29,556.38,637.83,751.87,922.93,431.42,477.24,536.14,614.67,724.62,380.44,415.78,459.97,516.77,592.51,338.81,366.71,400.81,443.43,498.24,304.19,326.63,353.55,386.46,427.6
UHS,9.03,4.37,244.58,300.34,384.0,523.42,802.26,194.63,233.01,286.74,367.34,501.66,157.22,184.96,221.95,273.74,351.42,128.17,148.97,175.72,211.38,261.31,104.96,121.01,141.08,166.87,201.27,86.01,98.68,114.16,133.52,158.41,70.24,80.43,92.66,107.6,126.28
VLO,-10.0,5.12,195.26,227.01,274.63,354.0,512.74,166.44,188.29,218.88,264.76,341.23,144.77,160.56,181.62,211.1,255.32,127.86,139.71,154.93,175.24,203.66,114.3,123.44,134.86,149.55,169.13,103.17,110.38,119.2,130.22,144.39,93.86,99.66,106.62,115.13,125.76
VEEV,14.03,39.69,271.19,309.29,366.43,461.67,652.15,237.15,263.37,300.07,355.13,446.89,211.67,230.63,255.89,291.27,344.34,191.9,206.11,224.39,248.75,282.86,176.12,187.09,200.79,218.42,241.91,163.24,171.9,182.48,195.7,212.7,152.54,159.5,167.85,178.06,190.82
VTR,12.21,14.66,21.94,29.9,41.84,61.73,101.53,14.82,20.3,27.97,39.47,58.64,9.49,13.45,18.73,26.12,37.21,5.35,8.32,12.14,17.23,24.36,2.05,4.34,7.21,10.89,15.8,,1.16,3.37,6.14,9.69,,,0.31,2.45,5.11
VLTO,4.16,17.37,69.37,81.5,99.7,130.04,190.71,58.47,66.82,78.51,96.05,125.28,50.3,56.34,64.39,75.66,92.56,43.95,48.48,54.3,62.06,72.92,38.88,42.37,46.74,52.35,59.83,34.73,37.49,40.86,45.07,50.48,31.27,33.49,36.15,39.4,43.47
VRSN,5.15,40.0,133.3,157.1,192.81,252.32,371.33,111.94,128.32,151.25,185.65,242.99,95.93,107.77,123.56,145.66,178.82,83.48,92.36,103.78,119.0,140.31,73.54,80.39,88.95,99.96,114.65,65.41,70.82,77.43,85.69,96.31,58.64,62.99,68.21,74.59,82.56
VRSK,7.16,33.28,140.26,168.3,210.37,280.48,420.7,115.12,134.42,161.44,201.97,269.52,96.28,110.24,128.84,154.88,193.94,81.65,92.11,105.56,123.5,148.6,69.96,78.03,88.12,101.09,118.39,60.41,66.78,74.57,84.3,96.81,52.46,57.58,63.73,71.25,80.64
VZ,0.33,11.38,15.43,25.16,39.77,64.1,112.78,6.66,13.36,22.74,36.81,60.26,0.09,4.93,11.39,20.43,33.99,,,3.28,9.5,18.22,,,,1.69,7.7,,,,,0.18,,,,,
VRTX,10.35,23.73,302.69,349.38,419.42,536.15,769.61,260.9,293.03,338.02,405.5,517.97,229.61,252.83,283.8,327.16,392.2,205.31,222.73,245.12,274.98,316.78,185.9,199.34,216.14,237.74,266.54,170.06,180.67,193.63,209.84,230.68,156.88,165.41,175.65,188.16,203.8
VRT,21.59,9.79,100.56,118.17,144.58,188.61,276.66,84.87,96.99,113.96,139.41,181.82,73.14,81.9,93.58,109.93,134.46,64.04,70.61,79.05,90.32,106.08,56.79,61.86,68.19,76.34,87.2,50.87,54.87,59.76,65.88,73.74,45.97,49.18,53.04,57.76,63.66
